リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算,リモコン設定温度,吸込温度平均値,室内機運転時間積算,室内機サーモＯＮ時間積算
26,25.8,60,0,26,25.9,60,60
26,26.1,60,0,26,25.7,60,60
26,26.2,59,0,26,25.7,59,43
26,26.1,46,46,26,26.1,46,18
26,25.8,59,25,26,25.9,59,31
26,26.7,2,2,26,26.2,2,0
26,25.9,59,28,26,26,59,33
26,26.2,57,0,26,26.3,57,56
26,26.2,60,0,26,26.1,60,60
26,26.2,60,0,26,26.1,60,60
26,26.2,29,0,26,26.1,29,29
27,27.8,0,0,27,26.8,0,0
27,28.1,0,0,27,27.5,0,0
27,28.3,0,0,27,27.8,0,0
27,28.4,0,0,27,28,0,0
27,28.6,0,0,27,28.1,0,0
27,28.8,0,0,27,27.9,0,0
24,26.8,53,34,24,26.9,53,53
24,25.9,60,60,24,26.2,60,60
24,25.7,60,60,24,26,60,60
24,25.5,60,60,24,25.9,60,60
24,25.3,60,60,24,25.8,60,60
24,25.2,60,60,24,26,60,60
26,25.2,60,60,26,26,60,60
26,25.5,60,19,26,26,60,60
26,25.9,60,12,26,26,60,60
26,26.2,18,0,26,26.2,18,18
26,27.9,0,0,26,27.3,0,0
26,28.7,0,0,26,28.1,0,0
26,28.8,0,0,26,27.5,0,0
26,28.8,0,0,26,27.2,0,0
26,28.9,0,0,26,27.2,0,0
26,29,0,0,26,27.2,0,0
