ì˙éû,äOãCâ∑,ç~êÖó ,ì˙è∆éûä‘,ïóë¨,ì˙éÀó ,ëäëŒéºìx,ãCà≥,åé,ì˙,éûä‘,èjì˙,ójì˙_ìyójì˙,ójì˙_ì˙ójì˙,ójì˙_åéójì˙,ójì˙_ñÿójì˙,ójì˙_êÖójì˙,ójì˙_âŒójì˙,ójì˙_ã‡ójì˙
2017/3/18 15:00,17.2,0,0.6,1.8,1.7,48,9.4,3,18,15,0,1,0,0,0,0,0,0
2017/3/18 16:00,16.1,0,0,2.9,0.8,52,9.5,3,18,16,0,1,0,0,0,0,0,0
2017/3/18 17:00,15.5,0,0,2.5,0.57,55,9.7,3,18,17,0,1,0,0,0,0,0,0
2017/3/18 18:00,14.5,0,0,1.4,0.16,58,9.6,3,18,18,0,1,0,0,0,0,0,0
2017/3/18 19:00,14.4,0,0,1.1,0,60,9.8,3,18,19,0,1,0,0,0,0,0,0
2017/3/18 20:00,14.3,0,0,0.8,0,61,9.9,3,18,20,0,1,0,0,0,0,0,0
2017/3/18 21:00,14.2,0,0,0.8,0,64,10.4,3,18,21,0,1,0,0,0,0,0,0
2017/3/18 22:00,13.5,0,0,0.4,0,68,10.5,3,18,22,0,1,0,0,0,0,0,0
2017/3/18 23:00,13,0,0,1.6,0,72,10.8,3,18,23,0,1,0,0,0,0,0,0
2017/3/19 0:00,13.1,0,0,1.1,0,70,10.6,3,19,0,0,0,1,0,0,0,0,0
2017/3/19 1:00,12.9,0,0,0.5,0,69,10.3,3,19,1,0,0,1,0,0,0,0,0
2017/3/19 2:00,12.9,0,0,1,0,70,10.4,3,19,2,0,0,1,0,0,0,0,0
2017/3/19 3:00,13,0,0,1,0,70,10.5,3,19,3,0,0,1,0,0,0,0,0
2017/3/19 4:00,13.2,0,0,1.1,0,69,10.5,3,19,4,0,0,1,0,0,0,0,0
2017/3/19 5:00,13.2,0,0,1.4,0,69,10.5,3,19,5,0,0,1,0,0,0,0,0
2017/3/19 6:00,13.2,0,0,1.8,0,69,10.5,3,19,6,0,0,1,0,0,0,0,0
2017/3/19 7:00,13.3,0,0,2.4,0.02,70,10.7,3,19,7,0,0,1,0,0,0,0,0
2017/3/19 8:00,13.2,0,0,2.5,0.18,72,10.9,3,19,8,0,0,1,0,0,0,0,0
2017/3/19 9:00,13.2,0,0,2.3,0.38,75,11.4,3,19,9,0,0,1,0,0,0,0,0
2017/3/19 10:00,14,0,0,2.7,0.49,73,11.7,3,19,10,0,0,1,0,0,0,0,0
2017/3/19 11:00,15.6,0,0,2.7,1.31,67,11.9,3,19,11,0,0,1,0,0,0,0,0
2017/3/19 12:00,16.5,0,0,2.6,1.53,66,12.4,3,19,12,0,0,1,0,0,0,0,0
2017/3/19 13:00,16.7,0,0,3,0.8,67,12.7,3,19,13,0,0,1,0,0,0,0,0
2017/3/19 14:00,16,0,0,2.5,0.64,72,13.1,3,19,14,0,0,1,0,0,0,0,0
2017/3/19 15:00,15.7,0,0,2.9,0.44,80,14.3,3,19,15,0,0,1,0,0,0,0,0
2017/3/19 16:00,15.3,0,0,2.2,0.33,85,14.8,3,19,16,0,0,1,0,0,0,0,0
2017/3/19 17:00,14.7,0.5,0,1.4,0.18,88,14.7,3,19,17,0,0,1,0,0,0,0,0
2017/3/19 18:00,14.5,0,0,2.6,0.04,91,15,3,19,18,0,0,1,0,0,0,0,0
2017/3/19 19:00,14,1,0,2.4,0,94,15,3,19,19,0,0,1,0,0,0,0,0
2017/3/19 20:00,13.5,0.5,0,2.6,0,94,14.5,3,19,20,0,0,1,0,0,0,0,0
2017/3/19 21:00,13.1,1,0,3.4,0,93,14,3,19,21,0,0,1,0,0,0,0,0
2017/3/19 22:00,12.9,2.5,0,3.4,0,94,14,3,19,22,0,0,1,0,0,0,0,0
2017/3/19 23:00,12.4,1.5,0,4,0,95,13.7,3,19,23,0,0,1,0,0,0,0,0
2017/3/20 0:00,11.4,1.5,0,4.6,0,92,12.4,3,20,0,0,0,0,1,0,0,0,0
2017/3/20 1:00,11,1,0,5,0,89,11.7,3,20,1,0,0,0,1,0,0,0,0
2017/3/20 2:00,10.7,0.5,0,4.8,0,88,11.3,3,20,2,0,0,0,1,0,0,0,0
2017/3/20 3:00,10.2,0.5,0,4.5,0,87,10.8,3,20,3,0,0,0,1,0,0,0,0
2017/3/20 4:00,9.7,0.5,0,5,0,88,10.6,3,20,4,0,0,0,1,0,0,0,0
2017/3/20 5:00,9.2,0,0,5.5,0,86,10,3,20,5,0,0,0,1,0,0,0,0
2017/3/20 6:00,8.8,0,0,4.4,0,87,9.9,3,20,6,0,0,0,1,0,0,0,0
2017/3/20 7:00,8.6,1,0,2.8,0.03,91,10.2,3,20,7,0,0,0,1,0,0,0,0
2017/3/20 8:00,9.1,0,0,3.6,0.12,83,9.6,3,20,8,0,0,0,1,0,0,0,0
2017/3/20 9:00,9,0,0,4.3,0.3,86,9.9,3,20,9,0,0,0,1,0,0,0,0
2017/3/20 10:00,9.5,0,0,4.5,0.5,80,9.5,3,20,10,0,0,0,1,0,0,0,0
2017/3/20 11:00,9.5,0,0,3.9,0.55,75,8.9,3,20,11,0,0,0,1,0,0,0,0
2017/3/20 12:00,9.4,0,0,5.1,0.58,72,8.5,3,20,12,0,0,0,1,0,0,0,0
2017/3/20 13:00,9.4,0,0,5.1,0.4,72,8.5,3,20,13,0,0,0,1,0,0,0,0
2017/3/20 14:00,8.2,0,0,5.9,0.33,75,8.2,3,20,14,0,0,0,1,0,0,0,0
2017/3/20 15:00,8.3,0.5,0,4.3,0.37,77,8.4,3,20,15,0,0,0,1,0,0,0,0
2017/3/20 16:00,8,0.5,0,5.5,0.44,81,8.7,3,20,16,0,0,0,1,0,0,0,0
2017/3/20 17:00,7.6,0,0,4.5,0.21,78,8.1,3,20,17,0,0,0,1,0,0,0,0
2017/3/20 18:00,6.8,0.5,0,4.3,0.05,81,8,3,20,18,0,0,0,1,0,0,0,0
2017/3/20 19:00,6.8,0,0,4.9,0,76,7.5,3,20,19,0,0,0,1,0,0,0,0
2017/3/20 20:00,6.7,0,0,4.4,0,76,7.5,3,20,20,0,0,0,1,0,0,0,0
2017/3/20 21:00,6.6,0,0,4.5,0,77,7.5,3,20,21,0,0,0,1,0,0,0,0
2017/3/20 22:00,6.2,0.5,0,3.8,0,78,7.4,3,20,22,0,0,0,1,0,0,0,0
2017/3/20 23:00,5.7,1,0,3.5,0,84,7.7,3,20,23,0,0,0,1,0,0,0,0
2017/3/21 0:00,5.3,1,0,2.8,0,89,7.9,3,21,0,1,0,0,0,0,0,1,0
2017/3/21 1:00,5.3,1.5,0,2.3,0,90,8,3,21,1,1,0,0,0,0,0,1,0
2017/3/21 2:00,5.2,1.5,0,2.9,0,93,8.2,3,21,2,1,0,0,0,0,0,1,0
2017/3/21 3:00,5.3,1.5,0,2.6,0,93,8.3,3,21,3,1,0,0,0,0,0,1,0
2017/3/21 4:00,5.5,3,0,4.8,0,93,8.4,3,21,4,1,0,0,0,0,0,1,0
2017/3/21 5:00,5.6,3,0,6.8,0,92,8.4,3,21,5,1,0,0,0,0,0,1,0
2017/3/21 6:00,5.8,3.5,0,5.5,0,92,8.5,3,21,6,1,0,0,0,0,0,1,0
2017/3/21 7:00,6.1,4.5,0,5.8,0.01,92,8.7,3,21,7,1,0,0,0,0,0,1,0
2017/3/21 8:00,6.5,4,0,5.9,0.04,92,8.9,3,21,8,1,0,0,0,0,0,1,0
2017/3/21 9:00,6.9,4,0,5,0.16,90,9,3,21,9,1,0,0,0,0,0,1,0
2017/3/21 10:00,7.2,2.5,0,5.1,0.41,92,9.3,3,21,10,1,0,0,0,0,0,1,0
2017/3/21 11:00,9.4,0,0,6.6,1.19,84,9.9,3,21,11,1,0,0,0,0,0,1,0
2017/3/21 12:00,10.4,0,0,5.3,1.15,70,8.8,3,21,12,1,0,0,0,0,0,1,0
2017/3/21 13:00,11.6,0,0.1,6,1.52,59,8.1,3,21,13,1,0,0,0,0,0,1,0
2017/3/21 14:00,12.2,0,0.5,7.2,1.99,56,8,3,21,14,1,0,0,0,0,0,1,0
2017/3/21 15:00,11.5,0,0,5.5,0.85,58,7.9,3,21,15,1,0,0,0,0,0,1,0
2017/3/21 16:00,11,0,0,4,0.5,62,8.1,3,21,16,1,0,0,0,0,0,1,0
2017/3/21 17:00,11,0,0,4.9,0.19,61,8,3,21,17,1,0,0,0,0,0,1,0
2017/3/21 18:00,10.5,0,0,5.2,0.1,65,8.3,3,21,18,1,0,0,0,0,0,1,0
2017/3/21 19:00,10.9,0,0,4.8,0,64,8.3,3,21,19,1,0,0,0,0,0,1,0
2017/3/21 20:00,11.5,0,0,5.3,0,63,8.5,3,21,20,1,0,0,0,0,0,1,0
2017/3/21 21:00,10.6,1,0,4.5,0,76,9.7,3,21,21,1,0,0,0,0,0,1,0
2017/3/21 22:00,10.3,0.5,0,5.5,0,78,9.8,3,21,22,1,0,0,0,0,0,1,0
2017/3/21 23:00,10.4,0,0,4.2,0,76,9.6,3,21,23,1,0,0,0,0,0,1,0
2017/3/22 0:00,11.3,0,0,3,0,70,9.4,3,22,0,1,0,0,0,0,1,0,0
2017/3/22 1:00,11,0,0,4.4,0,76,10,3,22,1,1,0,0,0,0,1,0,0
2017/3/22 2:00,11.8,0,0,2.9,0,72,10,3,22,2,1,0,0,0,0,1,0,0
2017/3/22 3:00,10.9,0.5,0,1.3,0,83,10.8,3,22,3,1,0,0,0,0,1,0,0
2017/3/22 4:00,9.6,3.5,0,2.6,0,94,11.2,3,22,4,1,0,0,0,0,1,0,0
2017/3/22 5:00,9.8,1.5,0,2.3,0,96,11.6,3,22,5,1,0,0,0,0,1,0,0
2017/3/22 6:00,8.6,3,0,2.1,0,93,10.4,3,22,6,1,0,0,0,0,1,0,0
2017/3/22 7:00,8.5,0.5,0,2.3,0.04,87,9.7,3,22,7,1,0,0,0,0,1,0,0
2017/3/22 8:00,9.1,0,0,2.6,0.22,79,9.1,3,22,8,1,0,0,0,0,1,0,0
2017/3/22 9:00,9.6,0,0,2.5,0.46,74,8.8,3,22,9,1,0,0,0,0,1,0,0
2017/3/22 10:00,10.5,0,0,2.5,0.83,68,8.6,3,22,10,1,0,0,0,0,1,0,0
2017/3/22 11:00,11.2,0,0,2.4,1.36,62,8.2,3,22,11,1,0,0,0,0,1,0,0
2017/3/22 12:00,11.2,0,0.1,3.8,1.22,67,8.9,3,22,12,1,0,0,0,0,1,0,0
2017/3/22 13:00,10.6,0,0.1,4.1,1.11,76,9.7,3,22,13,1,0,0,0,0,1,0,0
2017/3/22 14:00,11.4,0.5,0,3,1.12,75,10.1,3,22,14,1,0,0,0,0,1,0,0
2017/3/22 15:00,12.6,0,0.2,4.8,1.55,54,7.9,3,22,15,1,0,0,0,0,1,0,0
2017/3/22 16:00,11.6,0,0,3.3,0.53,56,7.6,3,22,16,1,0,0,0,0,1,0,0
2017/3/22 17:00,10.5,0,0,3.2,0.26,63,8,3,22,17,1,0,0,0,0,1,0,0
2017/3/22 18:00,10.2,0,0.1,2.9,0.15,61,7.6,3,22,18,1,0,0,0,0,1,0,0
2017/3/22 19:00,9.6,0,0,2.5,0,62,7.4,3,22,19,1,0,0,0,0,1,0,0
2017/3/22 20:00,9,0,0,3,0,66,7.6,3,22,20,1,0,0,0,0,1,0,0
2017/3/22 21:00,8.7,0,0,1.6,0,66,7.4,3,22,21,1,0,0,0,0,1,0,0
2017/3/22 22:00,8.2,0,0,3.1,0,66,7.2,3,22,22,1,0,0,0,0,1,0,0
2017/3/22 23:00,7.8,0,0,4.3,0,63,6.7,3,22,23,1,0,0,0,0,1,0,0
2017/3/23 0:00,7.4,0,0,2.3,0,61,6.3,3,23,0,1,0,0,0,1,0,0,0
2017/3/23 1:00,7.2,0,0,2.1,0,58,5.9,3,23,1,1,0,0,0,1,0,0,0
2017/3/23 2:00,6.7,0,0,1.8,0,56,5.5,3,23,2,1,0,0,0,1,0,0,0
2017/3/23 3:00,6.4,0,0,1.8,0,56,5.4,3,23,3,1,0,0,0,1,0,0,0
2017/3/23 4:00,6.1,0,0,1.6,0,57,5.4,3,23,4,1,0,0,0,1,0,0,0
2017/3/23 5:00,6,0,0,1.4,0,58,5.4,3,23,5,1,0,0,0,1,0,0,0
2017/3/23 6:00,6.1,0,0,1.5,0,58,5.5,3,23,6,1,0,0,0,1,0,0,0
2017/3/23 7:00,6.6,0,0,1.5,0.1,57,5.6,3,23,7,1,0,0,0,1,0,0,0
2017/3/23 8:00,7.5,0,0.1,1.4,0.55,56,5.8,3,23,8,1,0,0,0,1,0,0,0
2017/3/23 9:00,8.9,0,0.8,2.4,1.62,54,6.2,3,23,9,1,0,0,0,1,0,0,0
2017/3/23 10:00,8.9,0,0.8,2.4,2.37,49,5.6,3,23,10,1,0,0,0,1,0,0,0
2017/3/23 11:00,10.3,0,0.8,1.3,2.53,48,6,3,23,11,1,0,0,0,1,0,0,0
2017/3/23 12:00,10.4,0,1,2.3,3.11,47,5.9,3,23,12,1,0,0,0,1,0,0,0
2017/3/23 13:00,11.6,0,1,2.8,3.15,46,6.3,3,23,13,1,0,0,0,1,0,0,0
2017/3/23 14:00,11.8,0,1,3.1,2.94,44,6.1,3,23,14,1,0,0,0,1,0,0,0
2017/3/23 15:00,12.3,0,1,2.3,2.41,44,6.3,3,23,15,1,0,0,0,1,0,0,0
2017/3/23 16:00,12.6,0,1,2.4,1.79,45,6.6,3,23,16,1,0,0,0,1,0,0,0
2017/3/23 17:00,11.8,0,1,2.4,1.05,46,6.4,3,23,17,1,0,0,0,1,0,0,0
2017/3/23 18:00,11.1,0,0.7,2.6,0.3,52,6.9,3,23,18,1,0,0,0,1,0,0,0
2017/3/23 19:00,10.7,0,0,1,0,51,6.6,3,23,19,1,0,0,0,1,0,0,0
2017/3/23 20:00,10,0,0,3.7,0,42,5.2,3,23,20,1,0,0,0,1,0,0,0
2017/3/23 21:00,9.1,0,0,3.4,0,50,5.8,3,23,21,1,0,0,0,1,0,0,0
2017/3/23 22:00,7.9,0,0,2.4,0,57,6.1,3,23,22,1,0,0,0,1,0,0,0
2017/3/23 23:00,7.2,0,0,1.5,0,60,6.1,3,23,23,1,0,0,0,1,0,0,0
2017/3/24 0:00,6.6,0,0,1.6,0,61,5.9,3,24,0,1,0,0,0,0,0,0,1
2017/3/24 1:00,6.5,0,0,1.8,0,62,6,3,24,1,1,0,0,0,0,0,0,1
2017/3/24 2:00,6.2,0,0,1.1,0,65,6.2,3,24,2,1,0,0,0,0,0,0,1
2017/3/24 3:00,5.7,0,0,1.7,0,67,6.1,3,24,3,1,0,0,0,0,0,0,1
2017/3/24 4:00,4.8,0,0,1.4,0,74,6.4,3,24,4,1,0,0,0,0,0,0,1
2017/3/24 5:00,4.3,0,0,1.3,0,76,6.3,3,24,5,1,0,0,0,0,0,0,1
2017/3/24 6:00,4,0,0,0.9,0,79,6.4,3,24,6,1,0,0,0,0,0,0,1
2017/3/24 7:00,4.3,0,0.6,1.4,0.24,77,6.4,3,24,7,1,0,0,0,0,0,0,1
2017/3/24 8:00,5.9,0,1,1.9,0.97,69,6.4,3,24,8,1,0,0,0,0,0,0,1
2017/3/24 9:00,8.2,0,1,1.4,1.78,55,6,3,24,9,1,0,0,0,0,0,0,1
2017/3/24 10:00,11.1,0,1,1.5,2.39,46,6.1,3,24,10,1,0,0,0,0,0,0,1
2017/3/24 11:00,13.1,0,1,2.9,2.84,39,5.9,3,24,11,1,0,0,0,0,0,0,1
2017/3/24 12:00,14.1,0,1,2.9,3.03,36,5.8,3,24,12,1,0,0,0,0,0,0,1
2017/3/24 13:00,14.3,0,1,3.8,3.24,40,6.5,3,24,13,1,0,0,0,0,0,0,1
2017/3/24 14:00,15.4,0,1,3.7,2.99,35,6.1,3,24,14,1,0,0,0,0,0,0,1
2017/3/24 15:00,14.9,0,1,3.8,2.52,30,5.1,3,24,15,1,0,0,0,0,0,0,1
2017/3/24 16:00,14.4,0,1,3.4,1.85,37,6.1,3,24,16,1,0,0,0,0,0,0,1
2017/3/24 17:00,14.2,0,1,3.1,1.09,40,6.5,3,24,17,1,0,0,0,0,0,0,1
2017/3/24 18:00,13.5,0,0.9,3,0.33,47,7.3,3,24,18,1,0,0,0,0,0,0,1
2017/3/24 19:00,12.7,0,0,1.4,0.01,52,7.6,3,24,19,1,0,0,0,0,0,0,1
2017/3/24 20:00,12.2,0,0,2.3,0,54,7.7,3,24,20,1,0,0,0,0,0,0,1
2017/3/24 21:00,12.3,0,0,1.1,0,51,7.3,3,24,21,1,0,0,0,0,0,0,1
2017/3/24 22:00,12.3,0,0,1.6,0,56,8,3,24,22,1,0,0,0,0,0,0,1
2017/3/24 23:00,11.8,0,0,1.3,0,53,7.3,3,24,23,1,0,0,0,0,0,0,1
2017/3/25 0:00,10.7,0,0,1.2,0,51,6.6,3,25,0,0,1,0,0,0,0,0,0
2017/3/25 1:00,10.9,0,0,1.9,0,55,7.2,3,25,1,0,1,0,0,0,0,0,0
2017/3/25 2:00,10.2,0,0,1.8,0,73,9.1,3,25,2,0,1,0,0,0,0,0,0
2017/3/25 3:00,10.2,0,0,1.6,0,70,8.7,3,25,3,0,1,0,0,0,0,0,0
2017/3/25 4:00,10.2,0,0,0.6,0,72,9,3,25,4,0,1,0,0,0,0,0,0
2017/3/25 5:00,8.3,0,0,1.1,0,74,8.1,3,25,5,0,1,0,0,0,0,0,0
2017/3/25 6:00,8.3,0,0,1.1,0,73,8,3,25,6,0,1,0,0,0,0,0,0
2017/3/25 7:00,8.5,0,0.3,0.7,0.19,75,8.3,3,25,7,0,1,0,0,0,0,0,0
2017/3/25 8:00,10,0,1,1.5,0.8,68,8.3,3,25,8,0,1,0,0,0,0,0,0
2017/3/25 9:00,12.6,0,1,2,1.52,57,8.3,3,25,9,0,1,0,0,0,0,0,0
2017/3/25 10:00,13.6,0,1,3,2.17,53,8.3,3,25,10,0,1,0,0,0,0,0,0
2017/3/25 11:00,14.3,0,1,4.3,2.66,51,8.3,3,25,11,0,1,0,0,0,0,0,0
2017/3/25 12:00,15.3,0,1,3.3,2.95,45,7.8,3,25,12,0,1,0,0,0,0,0,0
2017/3/25 13:00,16.3,0,1,3.1,3.02,43,8,3,25,13,0,1,0,0,0,0,0,0
2017/3/25 14:00,16.9,0,1,3.9,2.8,44,8.5,3,25,14,0,1,0,0,0,0,0,0
2017/3/25 15:00,17.3,0,1,3.4,2.36,39,7.7,3,25,15,0,1,0,0,0,0,0,0
2017/3/25 16:00,17.1,0,1,3.8,1.72,35,6.8,3,25,16,0,1,0,0,0,0,0,0
2017/3/25 17:00,16.2,0,1,2.8,0.96,42,7.7,3,25,17,0,1,0,0,0,0,0,0
2017/3/25 18:00,15.7,0,0.6,2.3,0.28,44,7.8,3,25,18,0,1,0,0,0,0,0,0
2017/3/25 19:00,15.3,0,0,2,0.01,45,7.8,3,25,19,0,1,0,0,0,0,0,0
2017/3/25 20:00,14.6,0,0,0.8,0,50,8.3,3,25,20,0,1,0,0,0,0,0,0
2017/3/25 21:00,14.3,0,0,0.7,0,46,7.5,3,25,21,0,1,0,0,0,0,0,0
2017/3/25 22:00,13.7,0,0,1.3,0,51,8,3,25,22,0,1,0,0,0,0,0,0
2017/3/25 23:00,13,0,0,1.1,0,53,7.9,3,25,23,0,1,0,0,0,0,0,0
2017/3/26 0:00,12.6,0,0,0.9,0,58,8.5,3,26,0,0,0,1,0,0,0,0,0
2017/3/26 1:00,10.6,0,0,0.7,0,67,8.6,3,26,1,0,0,1,0,0,0,0,0
2017/3/26 2:00,10.8,0,0,1,0,69,8.9,3,26,2,0,0,1,0,0,0,0,0
2017/3/26 3:00,10.3,0,0,1.1,0,67,8.4,3,26,3,0,0,1,0,0,0,0,0
2017/3/26 4:00,9.3,0,0,0.8,0,73,8.6,3,26,4,0,0,1,0,0,0,0,0
2017/3/26 5:00,9.1,0,0,1.4,0,75,8.7,3,26,5,0,0,1,0,0,0,0,0
2017/3/26 6:00,8.7,0,0,1.1,0,79,8.9,3,26,6,0,0,1,0,0,0,0,0
2017/3/26 7:00,9.5,0,0.3,1.5,0.2,72,8.5,3,26,7,0,0,1,0,0,0,0,0
2017/3/26 8:00,11.2,0,1,0.6,0.89,67,8.9,3,26,8,0,0,1,0,0,0,0,0
2017/3/26 9:00,13.9,0,1,0.6,1.47,56,8.9,3,26,9,0,0,1,0,0,0,0,0
2017/3/26 10:00,16.5,0,1,2.2,2.29,45,8.4,3,26,10,0,0,1,0,0,0,0,0
2017/3/26 11:00,17,0,1,2.9,2.75,44,8.5,3,26,11,0,0,1,0,0,0,0,0
2017/3/26 12:00,17.6,0,1,2.9,2.66,41,8.3,3,26,12,0,0,1,0,0,0,0,0
2017/3/26 13:00,19.1,0,1,2.5,3.17,31,6.9,3,26,13,0,0,1,0,0,0,0,0
2017/3/26 14:00,20.4,0,1,3.4,2.93,28,6.7,3,26,14,0,0,1,0,0,0,0,0
2017/3/26 15:00,20,0,1,3.4,2.42,33,7.7,3,26,15,0,0,1,0,0,0,0,0
2017/3/26 16:00,19.7,0,1,3.3,1.83,33,7.6,3,26,16,0,0,1,0,0,0,0,0
2017/3/26 17:00,19.1,0,1,2.9,1.08,28,6.2,3,26,17,0,0,1,0,0,0,0,0
2017/3/26 18:00,18,0,1,1.9,0.36,33,6.8,3,26,18,0,0,1,0,0,0,0,0
2017/3/26 19:00,17.1,0,0,1.4,0.01,37,7.2,3,26,19,0,0,1,0,0,0,0,0
2017/3/26 20:00,15.9,0,0,1.2,0,47,8.5,3,26,20,0,0,1,0,0,0,0,0
2017/3/26 21:00,15.6,0,0,1.2,0,46,8.2,3,26,21,0,0,1,0,0,0,0,0
2017/3/26 22:00,15.1,0,0,0.9,0,49,8.4,3,26,22,0,0,1,0,0,0,0,0
2017/3/26 23:00,15,0,0,1,0,52,8.9,3,26,23,0,0,1,0,0,0,0,0
2017/3/27 0:00,13.3,0,0,0.8,0,61,9.3,3,27,0,1,0,0,1,0,0,0,0
2017/3/27 1:00,12.7,0,0,1.1,0,58,8.5,3,27,1,1,0,0,1,0,0,0,0
2017/3/27 2:00,12,0,0,0.8,0,62,8.7,3,27,2,1,0,0,1,0,0,0,0
2017/3/27 3:00,11,0,0,1.3,0,68,8.9,3,27,3,1,0,0,1,0,0,0,0
2017/3/27 4:00,11.2,0,0,1.2,0,62,8.2,3,27,4,1,0,0,1,0,0,0,0
2017/3/27 5:00,10.1,0,0,1.4,0,66,8.2,3,27,5,1,0,0,1,0,0,0,0
2017/3/27 6:00,9.9,0,0,0.9,0,68,8.3,3,27,6,1,0,0,1,0,0,0,0
2017/3/27 7:00,10.7,0,0.3,1.3,0.21,64,8.2,3,27,7,1,0,0,1,0,0,0,0
2017/3/27 8:00,12.2,0,1,0.6,0.85,60,8.5,3,27,8,1,0,0,1,0,0,0,0
2017/3/27 9:00,15.1,0,1,0.8,1.62,54,9.3,3,27,9,1,0,0,1,0,0,0,0
2017/3/27 10:00,17.1,0,1,0.9,2.2,48,9.4,3,27,10,1,0,0,1,0,0,0,0
2017/3/27 11:00,18.8,0,0.9,1.8,2,40,8.7,3,27,11,1,0,0,1,0,0,0,0
2017/3/27 12:00,18.9,0,0.9,2.8,2.48,38,8.3,3,27,12,1,0,0,1,0,0,0,0
2017/3/27 13:00,20.2,0,1,2.7,2.84,38,9,3,27,13,1,0,0,1,0,0,0,0
2017/3/27 14:00,21,0,1,3.2,2.86,35,8.7,3,27,14,1,0,0,1,0,0,0,0
2017/3/27 15:00,21,0,1,3,2.43,35,8.7,3,27,15,1,0,0,1,0,0,0,0
2017/3/27 16:00,20.9,0,1,3.4,1.8,33,8.2,3,27,16,1,0,0,1,0,0,0,0
2017/3/27 17:00,20.4,0,1,2.4,1.07,33,7.9,3,27,17,1,0,0,1,0,0,0,0
2017/3/27 18:00,18.8,0,0.9,3.2,0.35,35,7.6,3,27,18,1,0,0,1,0,0,0,0
2017/3/27 19:00,17.5,0,0,3.3,0.01,43,8.6,3,27,19,1,0,0,1,0,0,0,0
2017/3/27 20:00,17.1,0,0,2.2,0,50,9.8,3,27,20,1,0,0,1,0,0,0,0
2017/3/27 21:00,16.1,0,0,0.5,0,64,11.7,3,27,21,1,0,0,1,0,0,0,0
2017/3/27 22:00,15.7,0,0,1.4,0,69,12.3,3,27,22,1,0,0,1,0,0,0,0
2017/3/27 23:00,15.7,0,0,0.9,0,69,12.3,3,27,23,1,0,0,1,0,0,0,0
2017/3/28 0:00,15.6,0,0,1.2,0,69,12.2,3,28,0,1,0,0,0,0,0,1,0
2017/3/28 1:00,14.6,0,0,0.9,0,74,12.3,3,28,1,1,0,0,0,0,0,1,0
2017/3/28 2:00,13.8,0,0,0.5,0,74,11.7,3,28,2,1,0,0,0,0,0,1,0
2017/3/28 3:00,12.9,0,0,0.7,0,74,11,3,28,3,1,0,0,0,0,0,1,0
2017/3/28 4:00,12.2,0,0,0.4,0,76,10.8,3,28,4,1,0,0,0,0,0,1,0
2017/3/28 5:00,12.2,0,0,1.4,0,72,10.2,3,28,5,1,0,0,0,0,0,1,0
2017/3/28 6:00,11.8,0,0,0.9,0,70,9.7,3,28,6,1,0,0,0,0,0,1,0
2017/3/28 7:00,12.5,0,0.3,0.4,0.22,68,9.9,3,28,7,1,0,0,0,0,0,1,0
2017/3/28 8:00,14.1,0,1,0.6,0.87,63,10.1,3,28,8,1,0,0,0,0,0,1,0
2017/3/28 9:00,16.5,0,1,0.5,1.64,61,11.5,3,28,9,1,0,0,0,0,0,1,0
2017/3/28 10:00,19.1,0,1,1.9,2.33,56,12.4,3,28,10,1,0,0,0,0,0,1,0
2017/3/28 11:00,20.5,0,1,2.3,2.79,47,11.3,3,28,11,1,0,0,0,0,0,1,0
2017/3/28 12:00,21.8,0,1,3.4,3.08,39,10.2,3,28,12,1,0,0,0,0,0,1,0
2017/3/28 13:00,22.3,0,1,3.2,3.1,34,9.2,3,28,13,1,0,0,0,0,0,1,0
2017/3/28 14:00,22.3,0,1,3.7,2.94,32,8.6,3,28,14,1,0,0,0,0,0,1,0
2017/3/28 15:00,23.3,0,1,3.3,2.51,26,7.4,3,28,15,1,0,0,0,0,0,1,0
2017/3/28 16:00,23,0,1,3.2,1.88,24,6.7,3,28,16,1,0,0,0,0,0,1,0
2017/3/28 17:00,21.9,0,1,3.4,1.1,22,5.8,3,28,17,1,0,0,0,0,0,1,0
2017/3/28 18:00,21.3,0,0.9,2.7,0.35,24,6.1,3,28,18,1,0,0,0,0,0,1,0
2017/3/28 19:00,19.9,0,0,1.7,0.01,32,7.4,3,28,19,1,0,0,0,0,0,1,0
2017/3/28 20:00,18.7,0,0,2.5,0,42,9.1,3,28,20,1,0,0,0,0,0,1,0
2017/3/28 21:00,17.6,0,0,1.8,0,51,10.3,3,28,21,1,0,0,0,0,0,1,0
2017/3/28 22:00,16.6,0,0,0.7,0,59,11.1,3,28,22,1,0,0,0,0,0,1,0
2017/3/28 23:00,16.4,0,0,1.2,0,59,11,3,28,23,1,0,0,0,0,0,1,0
2017/3/29 0:00,16.2,0,0,1.2,0,62,11.4,3,29,0,1,0,0,0,0,1,0,0
2017/3/29 1:00,16.2,0,0,0,0,62,11.4,3,29,1,1,0,0,0,0,1,0,0
2017/3/29 2:00,15.3,0,0,1,0,67,11.6,3,29,2,1,0,0,0,0,1,0,0
2017/3/29 3:00,14.8,0,0,0.9,0,64,10.8,3,29,3,1,0,0,0,0,1,0,0
2017/3/29 4:00,14.1,0,0,0.5,0,62,10,3,29,4,1,0,0,0,0,1,0,0
2017/3/29 5:00,12.7,0,0,0.7,0,68,10,3,29,5,1,0,0,0,0,1,0,0
2017/3/29 6:00,13.1,0,0,1.4,0,63,9.5,3,29,6,1,0,0,0,0,1,0,0
